Lab,Compound,Exp,Conc.,Rep,Viability,IL-18,Fold,Dunnett,Reason for,,,,,,
(no.),(no.),,(µg/ml),,(rel %),(pg/µg),increase,(s/ns),repeating,,,,,,
,,,,,,,,,,,,,,,
1,1,1,125,1,99.132,21.910,0.969,ns,,,,,,,
1,1,1,125,2,90.077,20.480,0.906,,,,,,,,
1,1,1,125,3,98.960,21.073,0.932,,,,,,,,
1,1,1,125,4,94.648,23.280,1.029,,,,,,,,
1,1,1,250,1,77.314,19.609,0.867,ns,,,,,,,
1,1,1,250,2,76.451,22.096,0.977,,,,,,,,
1,1,1,250,3,89.215,22.762,1.007,,,,,,,,
1,1,1,250,4,91.457,23.811,1.053,,,,,,,,
1,1,1,500,1,68.474,19.972,0.883,ns,,,,,,,
1,1,1,500,2,68.000,21.411,0.947,,,,,,,,
1,1,1,500,3,69.250,20.694,0.915,,,,,,,,
1,1,1,500,4,82.747,18.751,0.829,,,,,,,,
1,1,1,1000,1,88.568,20.391,0.902,ns,,,,,,,
1,1,1,1000,2,79.858,19.769,0.874,,,,,,,,
1,1,1,1000,3,84.773,21.825,0.965,,,,,,,,
1,1,1,1000,4,91.716,21.886,0.968,,,,,,,,
1,1,2,125,1,98.644,18.808,0.972,ns,,,,,,,
1,1,2,125,2,109.947,19.952,1.032,,,,,,,,
1,1,2,125,3,97.099,17.038,0.881,,,,,,,,
1,1,2,125,4,115.335,18.926,0.978,,,,,,,,
1,1,2,250,1,95.893,18.429,0.953,ns,,,,,,,
1,1,2,250,2,91.183,18.328,0.948,,,,,,,,
1,1,2,250,3,94.725,21.664,1.120,,,,,,,,
1,1,2,250,4,98.945,17.319,0.895,,,,,,,,
1,1,2,500,1,93.029,20.032,1.036,ns,,,,,,,
1,1,2,500,2,89.261,18.546,0.959,,,,,,,,
1,1,2,500,3,92.427,18.461,0.954,,,,,,,,
1,1,2,500,4,91.409,19.425,1.004,,,,,,,,
1,1,2,1000,1,97.061,17.125,0.885,ns,,,,,,,
1,1,2,1000,2,97.702,17.863,0.923,,,,,,,,
1,1,2,1000,3,94.235,17.349,0.897,,,,,,,,
1,1,2,1000,4,93.670,17.477,0.904,,,,,,,,
1,1,3,125,1,99.841,19.775,0.974,ns,,,,,,,
1,1,3,125,2,96.325,18.520,0.912,,,,,,,,
1,1,3,125,3,93.445,23.457,1.155,,,,,,,,
1,1,3,125,4,97.384,22.957,1.130,,,,,,,,
1,1,3,250,1,88.192,17.937,0.883,ns,,,,,,,
1,1,3,250,2,91.327,21.179,1.043,,,,,,,,
1,1,3,250,3,91.369,20.101,0.990,,,,,,,,
1,1,3,250,4,96.579,23.417,1.153,,,,,,,,
1,1,3,500,1,96.114,19.934,0.981,ns,,,,,,,
1,1,3,500,2,94.589,19.700,0.970,,,,,,,,
1,1,3,500,3,93.021,19.649,0.967,,,,,,,,
1,1,3,500,4,95.902,21.351,1.051,,,,,,,,
1,1,3,1000,1,97.554,20.529,1.011,ns,,,,,,,
1,1,3,1000,2,100.434,19.765,0.973,,,,,,,,
1,1,3,1000,3,98.020,19.149,0.943,,,,,,,,
1,1,3,1000,4,92.894,21.039,1.036,,,,,,,,
1,2,1,125,1,102.194,22.817,1.072,ns,,,,,,,
1,2,1,125,2,88.956,21.953,1.031,,,,,,,,
1,2,1,125,3,100.124,25.261,1.187,,,,,,,,
1,2,1,125,4,99.305,24.370,1.145,,,,,,,,
1,2,1,250,1,93.527,23.127,1.087,ns,,,,,,,
1,2,1,250,2,85.593,21.481,1.009,,,,,,,,
1,2,1,250,3,98.184,22.159,1.041,,,,,,,,
1,2,1,250,4,95.079,19.422,0.912,,,,,,,,
1,2,1,500,1,87.792,24.856,1.168,ns,,,,,,,
1,2,1,500,2,81.669,21.963,1.032,,,,,,,,
1,2,1,500,3,82.660,18.879,0.887,,,,,,,,
1,2,1,500,4,89.517,23.227,1.091,,,,,,,,
1,2,1,1000,1,77.788,28.581,1.343,ns,,,,,,,
1,2,1,1000,2,69.035,15.737,0.739,,,,,,,,
1,2,1,1000,3,83.523,15.196,0.714,,,,,,,,
1,2,1,1000,4,88.223,24.526,1.152,,,,,,,,
1,2,2,125,1,96.986,21.621,1.083,ns,,,,,,,
1,2,2,125,2,91.258,20.898,1.047,,,,,,,,
1,2,2,125,3,96.609,20.660,1.035,,,,,,,,
1,2,2,125,4,90.317,18.048,0.904,,,,,,,,
1,2,2,250,1,96.722,21.825,1.093,ns,,,,,,,
1,2,2,250,2,94.612,21.138,1.059,,,,,,,,
1,2,2,250,3,94.725,19.428,0.973,,,,,,,,
1,2,2,250,4,91.032,22.793,1.142,,,,,,,,
1,2,2,500,1,89.751,23.667,1.185,s,,,,,,,
1,2,2,500,2,88.772,20.844,1.044,,,,,,,,
1,2,2,500,3,88.357,21.930,1.098,,,,,,,,
1,2,2,500,4,86.096,25.060,1.255,,,,,,,,
1,2,2,1000,1,91.032,17.965,0.900,ns,,,,,,,
1,2,2,1000,2,94.160,20.571,1.030,,,,,,,,
1,2,2,1000,3,96.119,20.055,1.004,,,,,,,,
1,2,2,1000,4,94.876,22.543,1.129,,,,,,,,
1,2,3,125,1,102.425,20.251,0.971,ns,,,,,,,
1,2,3,125,2,99.672,21.675,1.040,,,,,,,,
1,2,3,125,3,100.773,17.900,0.859,,,,,,,,
1,2,3,125,4,99.968,23.249,1.115,,,,,,,,
1,2,3,250,1,101.874,20.114,0.965,ns,,,,,,,
1,2,3,250,2,99.799,22.929,1.100,,,,,,,,
1,2,3,250,3,99.248,21.052,1.010,,,,,,,,
1,2,3,250,4,96.029,23.714,1.138,,,,,,,,
1,2,3,500,1,99.502,24.113,1.157,ns,,,,,,,
1,2,3,500,2,98.020,22.045,1.058,,,,,,,,
1,2,3,500,3,101.408,20.979,1.006,,,,,,,,
1,2,3,500,4,99.968,21.440,1.029,,,,,,,,
1,2,3,1000,1,75.146,23.471,1.126,ns,,,,,,,
1,2,3,1000,2,75.823,20.433,0.980,,,,,,,,
1,2,3,1000,3,87.853,22.648,1.086,,,,,,,,
1,2,3,1000,4,87.430,22.609,1.085,,,,,,,,
1,3,1,1.5,1,96.502,23.363,0.954,ns,,,,,,,
1,3,1,1.5,2,95.467,21.254,0.868,,,,,,,,
1,3,1,1.5,3,97.796,21.421,0.874,,,,,,,,
1,3,1,1.5,4,98.011,21.988,0.898,,,,,,,,
1,3,1,3,1,96.114,20.805,0.849,ns,,,,,,,
1,3,1,3,2,96.890,17.875,0.730,,,,,,,,
1,3,1,3,3,98.615,30.450,1.243,,,,,,,,
1,3,1,3,4,98.572,19.872,0.811,,,,,,,,
1,3,1,6,1,96.114,20.554,0.839,ns,,,,,,,
1,3,1,6,2,95.251,17.102,0.698,,,,,,,,
1,3,1,6,3,92.233,18.666,0.762,,,,,,,,
1,3,1,6,4,102.280,19.464,0.795,,,,,,,,
1,3,1,12,1,93.139,19.738,0.806,ns,,,,,,,
1,3,1,12,2,93.182,20.238,0.826,,,,,,,,
1,3,1,12,3,96.286,20.893,0.853,,,,,,,,
1,3,1,12,4,97.709,17.697,0.722,,,,,,,,
1,3,2,1.5,1,95.742,19.173,1.034,ns,,,,,,,
1,3,2,1.5,2,93.218,18.220,0.982,,,,,,,,
1,3,2,1.5,3,100.075,16.069,0.866,,,,,,,,
1,3,2,1.5,4,95.592,19.901,1.073,,,,,,,,
1,3,2,3,1,96.119,18.525,0.999,ns,,,,,,,
1,3,2,3,2,96.081,18.267,0.985,,,,,,,,
1,3,2,3,3,94.725,18.645,1.005,,,,,,,,
1,3,2,3,4,99.661,20.101,1.084,,,,,,,,
1,3,2,6,1,95.139,18.092,0.975,ns,,,,,,,
1,3,2,6,2,92.992,19.772,1.066,,,,,,,,
1,3,2,6,3,96.119,16.935,0.913,,,,,,,,
1,3,2,6,4,98.342,19.555,1.054,,,,,,,,
1,3,2,12,1,95.177,19.170,1.033,ns,,,,,,,
1,3,2,12,2,96.044,17.504,0.944,,,,,,,,
1,3,2,12,3,100.000,20.788,1.121,,,,,,,,
1,3,2,12,4,98.794,20.656,1.113,,,,,,,,
1,3,3,1.5,1,96.622,19.681,0.910,ns,,,,,,,
1,3,3,1.5,2,100.392,20.899,0.967,,,,,,,,
1,3,3,1.5,3,104.967,19.470,0.901,,,,,,,,
1,3,3,1.5,4,99.460,19.423,0.898,,,,,,,,
1,3,3,3,1,97.257,19.476,0.901,ns,,,,,,,
1,3,3,3,2,98.697,21.292,0.985,,,,,,,,
1,3,3,3,3,101.705,17.352,0.803,,,,,,,,
1,3,3,3,4,101.112,22.102,1.022,,,,,,,,
1,3,3,6,1,102.298,18.385,0.850,ns,,,,,,,
1,3,3,6,2,100.942,17.919,0.829,,,,,,,,
1,3,3,6,3,99.968,19.344,0.895,,,,,,,,
1,3,3,6,4,102.637,20.122,0.931,,,,,,,,
1,3,3,12,1,99.926,20.041,0.927,ns,,,,,,,
1,3,3,12,2,98.189,19.989,0.925,,,,,,,,
1,3,3,12,3,99.079,19.783,0.915,,,,,,,,
1,3,3,12,4,98.867,18.738,0.867,,,,,,,,
1,4,1,3.75,1,95.295,19.889,0.859,ns,,,,,,,
1,4,1,3.75,2,99.262,20.588,0.889,,,,,,,,
1,4,1,3.75,3,102.711,20.883,0.902,,,,,,,,
1,4,1,3.75,4,102.151,23.648,1.021,,,,,,,,
1,4,1,7.5,1,100.253,20.799,0.898,ns,,,,,,,
1,4,1,7.5,2,100.598,20.105,0.868,,,,,,,,
1,4,1,7.5,3,103.487,22.873,0.988,,,,,,,,
1,4,1,7.5,4,104.565,27.625,1.193,,,,,,,,
1,4,1,15,1,106.074,22.208,0.959,ns,,,,,,,
1,4,1,15,2,101.288,20.484,0.885,,,,,,,,
1,4,1,15,3,105.643,19.316,0.834,,,,,,,,
1,4,1,15,4,106.549,23.088,0.997,,,,,,,,
1,4,1,30,1,112.413,27.959,1.208,ns,,,,,,,
1,4,1,30,2,111.163,18.254,0.788,,,,,,,,
1,4,1,30,3,111.163,22.181,0.958,,,,,,,,
1,4,1,30,4,110.300,21.928,0.947,,,,,,,,
1,4,2,3.75,1,111.680,19.370,0.758,ns,"Pos control does not meet acceptance criteria (P>0,05)",,,,,,
1,4,2,3.75,2,91.673,20.531,0.803,,,,,,,,
1,4,2,3.75,3,96.006,21.044,0.823,,,,,,,,
1,4,2,3.75,4,90.467,17.570,0.687,,,,,,,,
1,4,2,7.5,1,91.673,24.054,0.941,ns,,,,,,,
1,4,2,7.5,2,95.855,19.693,0.770,,,,,,,,
1,4,2,7.5,3,95.667,20.301,0.794,,,,,,,,
1,4,2,7.5,4,97.815,30.823,1.206,,,,,,,,
1,4,2,15,1,98.003,20.311,0.794,ns,,,,,,,
1,4,2,15,2,97.739,21.578,0.844,,,,,,,,
1,4,2,15,3,99.548,19.587,0.766,,,,,,,,
1,4,2,15,4,101.206,21.637,0.846,,,,,,,,
1,4,2,30,1,101.997,18.816,0.736,ns,,,,,,,
1,4,2,30,2,101.507,18.841,0.737,,,,,,,,
1,4,2,30,3,102.072,19.007,0.743,,,,,,,,
1,4,2,30,4,103.956,18.462,0.722,,,,,,,,
1,4,3,3.75,1,102.552,18.673,0.933,ns,,,,,,,
1,4,3,3.75,2,99.333,20.122,1.006,,,,,,,,
1,4,3,3.75,3,102.383,18.407,0.920,,,,,,,,
1,4,3,3.75,4,101.154,20.089,1.004,,,,,,,,
1,4,3,7.5,1,102.383,18.353,0.917,ns,,,,,,,
1,4,3,7.5,2,100.815,20.309,1.015,,,,,,,,
1,4,3,7.5,3,102.595,19.254,0.962,,,,,,,,
1,4,3,7.5,4,102.849,19.224,0.961,,,,,,,,
1,4,3,15,1,107.720,15.482,0.774,ns,,,,,,,
1,4,3,15,2,108.737,16.045,0.802,,,,,,,,
1,4,3,15,3,103.357,16.965,0.848,,,,,,,,
1,4,3,15,4,106.958,19.054,0.952,,,,,,,,
1,4,3,30,1,114.074,15.979,0.799,ns,,,,,,,
1,4,3,30,2,112.422,15.132,0.756,,,,,,,,
1,4,3,30,3,116.022,16.400,0.820,,,,,,,,
1,4,3,30,4,113.523,25.696,1.284,,,,,,,,
1,4,2_R,3.75,1,94.462,32.269,1.002,ns,,,,,,,
1,4,2_R,3.75,2,94.504,29.463,0.915,,,,,,,,
1,4,2_R,3.75,3,92.621,29.495,0.916,,,,,,,,
1,4,2_R,3.75,4,88.354,27.339,0.849,,,,,,,,
1,4,2_R,7.5,1,105.799,29.391,0.913,ns,,,,,,,
1,4,2_R,7.5,2,105.381,26.207,0.814,,,,,,,,
1,4,2_R,7.5,3,104.335,23.809,0.739,,,,,,,,
1,4,2_R,7.5,4,99.817,26.259,0.815,,,,,,,,
1,4,2_R,15,1,105.046,26.534,0.824,ns,,,,,,,
1,4,2_R,15,2,105.423,25.018,0.777,,,,,,,,
1,4,2_R,15,3,105.214,25.574,0.794,,,,,,,,
1,4,2_R,15,4,102.160,24.718,0.768,,,,,,,,
1,4,2_R,30,1,112.493,22.603,0.702,ns,,,,,,,
1,4,2_R,30,2,112.200,25.623,0.796,,,,,,,,
1,4,2_R,30,3,110.652,25.661,0.797,,,,,,,,
1,4,2_R,30,4,110.192,25.068,0.778,,,,,,,,
1,5,1,5,1,133.962,6.929,0.899,ns,NCTC were in culture > 5 months,,,,,,
1,5,1,5,2,104.589,16.190,2.101,,,,,,,,
1,5,1,5,3,101.989,5.598,0.726,,,,,,,,
1,5,1,5,4,140.133,7.732,1.003,,,,,,,,
1,5,1,10,1,96.073,7.932,1.029,ns,,,,,,,
1,5,1,10,2,101.122,6.767,0.878,,,,,,,,
1,5,1,10,3,107.802,7.760,1.007,,,,,,,,
1,5,1,10,4,130.750,7.635,0.991,,,,,,,,
1,5,1,20,1,98.572,7.337,0.952,ns,,,,,,,
1,5,1,20,2,98.521,7.185,0.932,,,,,,,,
1,5,1,20,3,103.009,5.761,0.747,,,,,,,,
1,5,1,20,4,98.980,7.407,0.961,,,,,,,,
1,5,1,40,1,99.490,4.202,0.545,ns,,,,,,,
1,5,1,40,2,99.337,4.443,0.576,,,,,,,,
1,5,1,40,3,98.521,6.364,0.826,,,,,,,,
1,5,1,40,4,99.898,5.920,0.768,,,,,,,,
1,5,2,5,1,106.220,6.258,0.749,ns,NCTC were in culture > 5 months,,,,,,
1,5,2,5,2,103.790,6.096,0.729,,,,,,,,
1,5,2,5,3,104.373,6.888,0.824,,,,,,,,
1,5,2,5,4,103.984,5.882,0.704,,,,,,,,
1,5,2,10,1,107.677,5.842,0.699,ns,,,,,,,
1,5,2,10,2,107.094,6.442,0.771,,,,,,,,
1,5,2,10,3,171.720,6.679,0.799,,,,,,,,
1,5,2,10,4,111.467,7.928,0.949,,,,,,,,
1,5,2,20,1,111.856,5.906,0.707,ns,,,,,,,
1,5,2,20,2,114.966,9.851,1.179,,,,,,,,
1,5,2,20,3,200.972,6.839,0.818,,,,,,,,
1,5,2,20,4,116.035,7.524,0.900,,,,,,,,
1,5,2,40,1,111.856,7.277,0.871,ns,,,,,,,
1,5,2,40,2,116.424,4.952,0.593,,,,,,,,
1,5,2,40,3,118.659,6.149,0.736,,,,,,,,
1,5,2,40,4,120.603,10.824,1.295,,,,,,,,
1,5,3,5,1,94.270,7.806,0.881,ns,NCTC were in culture > 5 months,,,,,,
1,5,3,5,2,97.515,8.370,0.945,,,,,,,,
1,5,3,5,3,98.990,9.684,1.093,,,,,,,,
1,5,3,5,4,98.437,8.531,0.963,,,,,,,,
1,5,3,10,1,96.409,8.380,0.946,ns,,,,,,,
1,5,3,10,2,97.478,8.934,1.009,,,,,,,,
1,5,3,10,3,100.097,9.057,1.022,,,,,,,,
1,5,3,10,4,100.687,8.584,0.969,,,,,,,,
1,5,3,20,1,88.295,8.358,0.944,ns,,,,,,,
1,5,3,20,2,95.007,8.220,0.928,,,,,,,,
1,5,3,20,3,96.999,6.912,0.780,,,,,,,,
1,5,3,20,4,94.823,8.752,0.988,,,,,,,,
1,5,3,40,1,89.364,6.756,0.763,ns,,,,,,,
1,5,3,40,2,95.782,7.160,0.808,,,,,,,,
1,5,3,40,3,102.052,8.142,0.919,,,,,,,,
1,5,3,40,4,97.441,8.344,0.942,,,,,,,,
1,5,1_R,5,1,100.248,7.595,0.910,ns,,,,,,,
1,5,1_R,5,2,100.497,8.450,1.013,,,,,,,,
1,5,1_R,5,3,99.184,9.013,1.080,,,,,,,,
1,5,1_R,5,4,97.232,8.805,1.055,,,,,,,,
1,5,1_R,10,1,97.551,8.830,1.058,ns,,,,,,,
1,5,1_R,10,2,102.307,8.711,1.044,,,,,,,,
1,5,1_R,10,3,96.558,8.853,1.061,,,,,,,,
1,5,1_R,10,4,98.155,9.556,1.145,,,,,,,,
1,5,1_R,20,1,99.361,9.342,1.120,s,,,,,,,
1,5,1_R,20,2,99.148,9.724,1.165,,,,,,,,
1,5,1_R,20,3,102.590,9.342,1.120,,,,,,,,
1,5,1_R,20,4,99.219,9.287,1.113,,,,,,,,
1,5,1_R,40,1,98.226,8.962,1.074,s,,,,,,,
1,5,1_R,40,2,99.006,9.217,1.105,,,,,,,,
1,5,1_R,40,3,97.161,8.979,1.076,,,,,,,,
1,5,1_R,40,4,97.268,10.700,1.282,,,,,,,,
1,5,2_R,5,1,110.356,8.728,0.952,ns,,,,,,,
1,5,2_R,5,2,109.626,9.191,1.003,,,,,,,,
1,5,2_R,5,3,102.526,8.266,0.902,,,,,,,,
1,5,2_R,5,4,99.645,7.526,0.821,,,,,,,,
1,5,2_R,10,1,110.965,8.984,0.980,ns,,,,,,,
1,5,2_R,10,2,106.623,7.920,0.864,,,,,,,,
1,5,2_R,10,3,99.604,8.859,0.967,,,,,,,,
1,5,2_R,10,4,98.063,9.179,1.002,,,,,,,,
1,5,2_R,20,1,106.542,9.489,1.035,ns,,,,,,,
1,5,2_R,20,2,103.175,8.914,0.973,,,,,,,,
1,5,2_R,20,3,98.225,8.606,0.939,,,,,,,,
1,5,2_R,20,4,98.144,9.481,1.035,,,,,,,,
1,5,2_R,40,1,106.502,9.325,1.018,ns,,,,,,,
1,5,2_R,40,2,102.526,8.670,0.946,,,,,,,,
1,5,2_R,40,3,100.862,8.435,0.920,,,,,,,,
1,5,2_R,40,4,95.263,8.740,0.954,,,,,,,,
1,5,3_R,5,1,96.750,9.347,1.021,ns,,,,,,,
1,5,3_R,5,2,93.346,9.227,1.008,,,,,,,,
1,5,3_R,5,3,96.857,8.249,0.901,,,,,,,,
1,5,3_R,5,4,92.530,8.394,0.917,,,,,,,,
1,5,3_R,10,1,88.522,8.773,0.958,ns,,,,,,,
1,5,3_R,10,2,85.543,9.807,1.071,,,,,,,,
1,5,3_R,10,3,88.310,12.611,1.377,,,,,,,,
1,5,3_R,10,4,88.983,9.400,1.027,,,,,,,,
1,5,3_R,20,1,94.374,9.776,1.068,ns,,,,,,,
1,5,3_R,20,2,93.629,10.106,1.104,,,,,,,,
1,5,3_R,20,3,91.643,8.052,0.879,,,,,,,,
1,5,3_R,20,4,90.615,9.365,1.023,,,,,,,,
1,5,3_R,40,1,92.814,8.951,0.978,ns,,,,,,,
1,5,3_R,40,2,90.402,9.717,1.061,,,,,,,,
1,5,3_R,40,3,91.963,8.945,0.977,,,,,,,,
1,5,3_R,40,4,91.395,9.381,1.024,,,,,,,,
1,6,1,125,1,105.813,5.063,0.731,ns,NCTC were in culture > 5 months,,,,,,
1,6,1,125,2,104.946,4.824,0.697,,,,,,,,
1,6,1,125,3,106.323,5.224,0.754,,,,,,,,
1,6,1,125,4,109.536,6.861,0.991,,,,,,,,
1,6,1,250,1,107.292,6.397,0.924,ns,,,,,,,
1,6,1,250,2,103.009,7.306,1.055,,,,,,,,
1,6,1,250,3,109.179,5.576,0.805,,,,,,,,
1,6,1,250,4,106.833,6.367,0.919,,,,,,,,
1,6,1,500,1,102.295,5.151,0.744,ns,,,,,,,
1,6,1,500,2,101.785,6.814,0.984,,,,,,,,
1,6,1,500,3,102.397,13.420,1.938,,,,,,,,
1,6,1,500,4,101.632,5.194,0.750,,,,,,,,
1,6,1,1000,1,103.876,6.271,0.905,ns,,,,,,,
1,6,1,1000,2,104.997,4.895,0.707,,,,,,,,
1,6,1,1000,3,101.428,5.492,0.793,,,,,,,,
1,6,1,1000,4,100.969,6.818,0.985,,,,,,,,
1,6,2,125,1,110.496,5.122,0.898,ns,NCTC were in culture > 5 months,,,,,,
1,6,2,125,2,111.759,5.940,1.041,,,,,,,,
1,6,2,125,3,110.690,6.483,1.136,,,,,,,,
1,6,2,125,4,117.881,5.637,0.988,,,,,,,,
1,6,2,250,1,113.508,5.044,0.884,ns,,,,,,,
1,6,2,250,2,108.746,4.997,0.876,,,,,,,,
1,6,2,250,3,104.762,5.479,0.960,,,,,,,,
1,6,2,250,4,112.536,5.967,1.046,,,,,,,,
1,6,2,500,1,101.361,4.739,0.831,ns,,,,,,,
1,6,2,500,2,92.711,6.251,1.096,,,,,,,,
1,6,2,500,3,90.379,5.630,0.987,,,,,,,,
1,6,2,500,4,97.765,11.282,1.978,,,,,,,,
1,6,2,1000,1,80.272,4.360,0.764,ns,,,,,,,
1,6,2,1000,2,86.200,3.514,0.616,,,,,,,,
1,6,2,1000,3,85.034,5.913,1.036,,,,,,,,
1,6,2,1000,4,86.492,6.304,1.105,,,,,,,,
1,6,3,125,1,90.655,7.081,0.824,ns,NCTC were in culture > 5 months,,,,,,
1,6,3,125,2,99.507,7.278,0.847,,,,,,,,
1,6,3,125,3,101.756,7.081,0.824,,,,,,,,
1,6,3,125,4,100.392,8.599,1.001,,,,,,,,
1,6,3,250,1,92.278,7.746,0.902,ns,,,,,,,
1,6,3,250,2,101.056,7.820,0.910,,,,,,,,
1,6,3,250,3,100.945,7.687,0.895,,,,,,,,
1,6,3,250,4,100.539,8.057,0.938,,,,,,,,
1,6,3,500,1,88.221,7.000,0.815,ns,,,,,,,
1,6,3,500,2,93.974,8.094,0.942,,,,,,,,
1,6,3,500,3,93.532,8.058,0.938,,,,,,,,
1,6,3,500,4,96.851,7.810,0.909,,,,,,,,
1,6,3,1000,1,92.352,7.354,0.856,ns,,,,,,,
1,6,3,1000,2,96.187,7.867,0.916,,,,,,,,
1,6,3,1000,3,98.769,7.603,0.885,,,,,,,,
1,6,3,1000,4,98.585,7.742,0.901,,,,,,,,
1,6,1_R,125,1,97.019,8.023,1.059,ns,,,,,,,
1,6,1_R,125,2,92.796,7.140,0.943,,,,,,,,
1,6,1_R,125,3,94.642,8.267,1.091,,,,,,,,
1,6,1_R,125,4,89.709,8.859,1.170,,,,,,,,
1,6,1_R,250,1,92.264,9.143,1.207,ns,,,,,,,
1,6,1_R,250,2,91.874,8.389,1.108,,,,,,,,
1,6,1_R,250,3,89.461,7.566,0.999,,,,,,,,
1,6,1_R,250,4,86.444,8.225,1.086,,,,,,,,
1,6,1_R,500,1,83.286,7.700,1.017,ns,,,,,,,
1,6,1_R,500,2,84.244,7.726,1.020,,,,,,,,
1,6,1_R,500,3,83.570,7.584,1.001,,,,,,,,
1,6,1_R,500,4,84.209,7.552,0.997,,,,,,,,
1,6,1_R,1000,1,89.496,8.541,1.128,ns,,,,,,,
1,6,1_R,1000,2,90.277,7.854,1.037,,,,,,,,
1,6,1_R,1000,3,99.077,7.193,0.950,,,,,,,,
1,6,1_R,1000,4,87.935,7.390,0.976,,,,,,,,
1,6,2_R,125,1,106.502,7.795,0.939,ns,,,,,,,
1,6,2_R,125,2,101.065,7.728,0.931,,,,,,,,
1,6,2_R,125,3,98.793,7.381,0.889,,,,,,,,
1,6,2_R,125,4,94.857,7.648,0.921,,,,,,,,
1,6,2_R,250,1,90.354,8.214,0.990,ns,,,,,,,
1,6,2_R,250,2,91.084,9.027,1.087,,,,,,,,
1,6,2_R,250,3,83.984,8.332,1.004,,,,,,,,
1,6,2_R,250,4,78.994,14.113,1.700,,,,,,,,
1,6,2_R,500,1,87.108,10.015,1.207,ns,,,,,,,
1,6,2_R,500,2,87.230,8.816,1.062,,,,,,,,
1,6,2_R,500,3,81.631,11.762,1.417,,,,,,,,
1,6,2_R,500,4,76.803,8.669,1.044,,,,,,,,
1,6,2_R,1000,1,82.808,8.049,0.970,ns,,,,,,,
1,6,2_R,1000,2,84.877,8.302,1.000,,,,,,,,
1,6,2_R,1000,3,84.633,8.127,0.979,,,,,,,,
1,6,2_R,1000,4,76.843,8.808,1.061,,,,,,,,
1,6,3_R,125,1,97.885,8.864,1.156,ns,,,,,,,
1,6,3_R,125,2,94.055,8.951,1.168,,,,,,,,
1,6,3_R,125,3,95.935,8.357,1.090,,,,,,,,
1,6,3_R,125,4,95.616,8.857,1.155,,,,,,,,
1,6,3_R,250,1,89.551,8.882,1.158,s,,,,,,,
1,6,3_R,250,2,93.594,9.248,1.206,,,,,,,,
1,6,3_R,250,3,89.374,8.306,1.083,,,,,,,,
1,6,3_R,250,4,88.061,9.630,1.256,,,,,,,,
1,6,3_R,500,1,81.536,7.570,0.987,ns,,,,,,,
1,6,3_R,500,2,78.344,7.870,1.027,,,,,,,,
1,6,3_R,500,3,78.379,8.539,1.114,,,,,,,,
1,6,3_R,500,4,78.911,9.608,1.253,,,,,,,,
1,6,3_R,1000,1,82.812,8.681,1.132,s,,,,,,,
1,6,3_R,1000,2,77.386,8.816,1.150,,,,,,,,
1,6,3_R,1000,3,73.875,8.432,1.100,,,,,,,,
1,6,3_R,1000,4,70.506,9.589,1.251,,,,,,,,
1,7,1,70.63,1,134.625,5.354,0.743,ns,NCTC were in culture > 5 months,,,,,,
1,7,1,70.63,2,116.981,4.735,0.657,,,,,,,,
1,7,1,70.63,3,115.808,7.526,1.044,,,,,,,,
1,7,1,70.63,4,108.924,7.271,1.009,,,,,,,,
1,7,1,141.25,1,142.784,6.985,0.969,ns,,,,,,,
1,7,1,141.25,2,140.184,7.148,0.991,,,,,,,,
1,7,1,141.25,3,102.601,14.227,1.973,,,,,,,,
1,7,1,141.25,4,101.836,7.805,1.083,,,,,,,,
1,7,1,282.5,1,96.685,6.880,0.954,ns,,,,,,,
1,7,1,282.5,2,99.745,7.064,0.980,,,,,,,,
1,7,1,282.5,3,92.606,4.864,0.675,,,,,,,,
1,7,1,282.5,4,91.025,7.332,1.017,,,,,,,,
1,7,1,565,1,93.218,5.888,0.817,ns,,,,,,,
1,7,1,565,2,89.087,5.896,0.818,,,,,,,,
1,7,1,565,3,91.433,5.981,0.830,,,,,,,,
1,7,1,565,4,88.169,10.487,1.455,,,,,,,,
1,7,2,70.63,1,102.527,5.515,0.830,ns,NCTC were in culture > 5 months,,,,,,
1,7,2,70.63,2,99.125,4.496,0.677,,,,,,,,
1,7,2,70.63,3,100.292,4.411,0.664,,,,,,,,
1,7,2,70.63,4,107.872,5.754,0.866,,,,,,,,
1,7,2,141.25,1,103.110,6.132,0.923,ns,,,,,,,
1,7,2,141.25,2,102.818,6.167,0.928,,,,,,,,
1,7,2,141.25,3,103.207,5.658,0.852,,,,,,,,
1,7,2,141.25,4,110.884,5.965,0.898,,,,,,,,
1,7,2,282.5,1,108.552,3.694,0.556,ns,,,,,,,
1,7,2,282.5,2,105.151,3.665,0.552,,,,,,,,
1,7,2,282.5,3,107.289,3.795,0.571,,,,,,,,
1,7,2,282.5,4,113.217,4.780,0.720,,,,,,,,
1,7,2,565,1,103.499,2.765,0.416,ns,,,,,,,
1,7,2,565,2,99.125,3.083,0.464,,,,,,,,
1,7,2,565,3,103.984,4.033,0.607,,,,,,,,
1,7,2,565,4,107.386,5.417,0.815,,,,,,,,
1,7,3,70.63,1,99.433,14.619,1.650,ns,NCTC were in culture > 5 months,,,,,,
1,7,3,70.63,2,100.687,7.891,0.890,,,,,,,,
1,7,3,70.63,3,103.010,8.427,0.951,,,,,,,,
1,7,3,70.63,4,99.802,8.876,1.002,,,,,,,,
1,7,3,141.25,1,100.503,9.049,1.021,ns,,,,,,,
